처분일자,교부번호,업소명,소재지도로명,소재지지번,지도점검일자,처분명,법적근거,위반내용
20030520,19970070079,(주)불스원 삐에뜨로 홍대점,,"서울특별시 마포구 동교동  162번지 4호  외(15,16) 지하1층",20030514,시설개수명령(2003.6.15),식품위생법,"조리장시설불량(천정,식품위생적관리)"
20030520,19910069135,동경일식,"서울특별시 마포구 월드컵북로1길 6, 1층동 (서교동)",서울특별시 마포구 서교동  351번지 19호 1층 ,20030514,시설개수명령(2003.6.15),식품위생법,"조리장시설불량(바닥,환기시설)"
20030520,19850069032,남애리만선회집,"서울특별시 마포구 홍익로6길 57, (동교동)",서울특별시 마포구 동교동  165번지 3호  ,20030515,시설개수명령(2003.6.15),식품위생법,"조리장시설불량(배수,바닥)"
20030523,19970069570,보길도회집,"서울특별시 마포구 양화로6길 10, (합정동)",서울특별시 마포구 합정동  414번지 13호  ,20030519,시설개수명령(2003.6.20),식품위생법,"조리장시설불량(환기(닥트),청소,식품위생관리)"
20030523,19840069129,마포원조주물럭집,"서울특별시 마포구 토정로 316, (용강동)",서울특별시 마포구 용강동  51번지 3호  ,20030519,시설개수명령(2003.6.20),식품위생법,"조리장시설불량(비수,청소,식품위생관리)"
20030523,20010069748,(주)향원최동신,"서울특별시 마포구 연희로 43, (연남동,1,2,3층)","서울특별시 마포구 연남동  226번지 36호  1,2,3층",20030521,시설개수명령(2003.6.20),식품위생법,"냉동,냉장시설을 갖추고 적정온도 미유지"
20030526,19970070022,쿨-호프합정점,"서울특별시 마포구 포은로 45, (합정동)",서울특별시 마포구 합정동  439번지 3호  ,20030412,영업정지2월(2003.6.10~8.9),식품위생법,청소년주류제공영업
20030530,19990069773,게르츠,"서울특별시 마포구 동교로8안길 31, (합정동)",서울특별시 마포구 합정동  454번지 3호  ,20030528,시설개수명령('03.6.30.),식품위생법제21조,냉동.냉장시설을 갖추고 적정온도 미유지
20030604,19980069176,동아리,"서울특별시 마포구 홍익로3길 44, (서교동)",서울특별시 마포구 서교동  369번지 4호  ,20030323,영업정지2월(2003.6.24~8.23),식품위생법,청소년주류제공
20030605,19760069008,비버리,,서울특별시 마포구 하중동  27번지 4호  ,20030423,영업정지3월(2003.6.17~9.16),식품위생법,유흥접객원고용영업
20030605,19860069107,송전복집,,서울특별시 마포구 도화동  16번지 6호  ,20030419,영업정지2월(2003.6.17~8.16),식품위생법,도박장소제공 및 방조영업
20030617,19960069546,오래숯불갈비부페,,서울특별시 마포구 창전동  402번지 54호  ,20030510,영업정지2월(2003.6.27~8.26),식품위생법,청소년주류제공
20030617,19950069865,도끼,"서울특별시 마포구 와우산로 76, (서교동,1층)",서울특별시 마포구 서교동  361번지 17호  1층,20030405,영업정지2월(2003.6.27~8.26),식품위생법,청소년주류제공
20030627,19910069227,영풍가든,"서울특별시 마포구 방울내로 83, (망원동)",서울특별시 마포구 망원동  473번지 3호  ,20030619,시설개수명령(2003.7.20),식품위생법,"조리장시설불량(방충시설,하수집 수정덮개,냉장.냉동고청소, 보관창고위생,바닥위생)"
20030703,19960069400,마포원조주물럭집별관,"서울특별시 마포구 토정로 294, (용강동)",서울특별시 마포구 용강동  45번지 1호  ,20030630,시설개수명령(03.7.30까지),식품위생법,"조리장시설불량(천정 타일파손,식품위생적관리)"
20030708,19930069797,다모아,,서울특별시 마포구 신공덕동  121번지 1호  ,20030320,영업정지('03.7.22-'03.10.21),식품위생법 제31조 제1항,유흥접객원고용영업 1차
20030709,19910069216,느낌,"서울특별시 마포구 독막로 41, (합정동)",서울특별시 마포구 합정동  411번지 13호  ,20030522,영업정지 갈음 과징금300만원,식품위생법,식사류 미취급
20030711,19970070000,강진수협수산물직판장,"서울특별시 마포구 마포대로 63-8, 78-동 87호호 (도화동,삼창지하1층)",서울특별시 마포구 도화동  173번지 0호 78- 삼창지하1층-87호,20030703,시정명령(2003.7.3까지),식품위생법,이물질혼입
20030718,19940069770,설악,"서울특별시 마포구 숭문2길 6, (염리동)",서울특별시 마포구 염리동  148번지 20호  ,20030613,영업정지(2003.7.30-10.29까지),"식품위생법31조,58조",유흥접객원고용영업1차
20030718,20010069700,헤즐럿,"서울특별시 마포구 와우산로 167, (동교동,1층)",서울특별시 마포구 동교동  182번지 8호  1층,20030524,영업정지(2003.7.30-2003.9.29까지),"식품위생법31조2항,58조",청소년주류제공영업1차
20030718,20010070043,샹그릴라,"서울특별시 마포구 홍익로 20, (서교동)",서울특별시 마포구 서교동  345번지 30호  ,20030613,영업정지(2003.7.28-8.11까지 영업정지),"긱품위생법제31조,제58조","유통기한경과제품조리,판매목적보관1차"
20030718,19930069728,코리안바베큐,"서울특별시 마포구 새창로 19, (도화동)",서울특별시 마포구 도화동  25번지 10호  ,20030608,영업정지(2003.7.30.-9.29까지),"식품위생법31조2항,58조",청소년주류제공 영업1차
20030721,20010069414,하마,"서울특별시 마포구 어울마당로 122, (서교동,(지하1층))",서울특별시 마포구 서교동  346번지 41호  (지하1층),20030708,시정명령(2003.08.15까지),식품위생법31조,영업신고증미비치
20030724,19900069004,테디비어하우스,"서울특별시 마포구 와우산로 108, (창전동)",서울특별시 마포구 창전동  436번지 11호  ,20030615,영업정지,식품위생법31조2항,청소녕주류제공영업1차
20030731,20020069894,평화까페레테,,서울특별시 마포구 성산동  544번지  ,20030727,시정명령(2003.08.20까지),식품위생법제31조58조,영업신고증미비치
20030805,19980069438,은지,"서울특별시 마포구 월드컵로 235, (성산동)",서울특별시 마포구 성산동  533번지 1호  ,20030730,시정명령(2003.08.30.까지),"식품위생법3조,55조,58조",조리종사자 위생복 및 위생모 미착용 1차
20030805,19980069815,마포아우네,"서울특별시 마포구 월드컵로 235, (성산동)",서울특별시 마포구 성산동  533번지 1호  ,20030730,시정명령(2003.08.30까지),"식품위생법3조,55조,58조",조리종사자위생복 및 위생모 미착용 1차
20030805,19980069470,바다식당,"서울특별시 마포구 월드컵로 235, (성산동)",서울특별시 마포구 성산동  533번지 1호  ,20030730,시정명령(200308.30까지),"식품위생법3조,55조,58조",조리종사자위생복 및 위생모 미착용1차
20030805,20020069299,큰손해물탕,"서울특별시 마포구 월드컵로 235, (성산동)",서울특별시 마포구 성산동  533번지 1호  ,20030730,시정명령(2003.08.30까지),"식품위생법제3조,제55조,제58조",조리종사자 위생복 및 위생모 미착용1차
20030805,20030069454,우리한식전문,"서울특별시 마포구 월드컵로 235, (성산동,외5필지 마포농수산물시장 2층)",서울특별시 마포구 성산동  533번지 1호  외5필지 마포농수산물시장 2층,20030730,시정명령(2003.08.30까지),"식품위생법제3조,제55조,제58조",조리종사자 위생복 및 위생모 미착용 1차
20030807,19840069157,돈앤까,"서울특별시 마포구 마포대로 38, B1-동 9호 (도화동,거성빌딩)",서울특별시 마포구 도화동  541번지 0호 B1- 거성빌딩-9,20030709,과태료부과20만원,"식품위생법제3조,78조","식품등 비위생적관리(돼지고기 숙성을 이유로 적정온도및보관,취급및 조리판매행위)"
20030820,19930069317,(주)거구상사(거구장),"서울특별시 마포구 백범로 23, (노고산동)",서울특별시 마포구 노고산동  31번지 156호  ,20030707,과태료부과(20만원),"식품위생법제3조,78조,식품위생법시행령54조",비위생적식품조리판매(냉면육수검사부적합판정)1차
20030820,20020069715,더포인트,"서울특별시 마포구 어울마당로 120, (서교동)",서울특별시 마포구 서교동  345번지 1호  ,20030610,영업정지(2003.09.01-2003.11.30까지),"식품위생법 제31조,58조",유흥접객원고용영업 1차
20030902,19920069186,김가네김밥,"서울특별시 마포구 백범로 5, (노고산동)",서울특별시 마포구 노고산동  31번지 80호  ,20030630,영업정지(2003.09.16-2003.10.15까지),"식품위생법 3조,58조",황색포도상구균검출(식중독균)-제품수거 검사결과 부적합 판정-1차
20030902,19980069954,전주식당,,서울특별시 마포구 염리동  159번지 2호 1층 ,20030711,면허취소,식품위생법 58조,현장소 영업장 및 영업 부재
20030902,20010069587,우리김밥,"서울특별시 마포구 와우산로 61-1, (서교동,1층)",서울특별시 마포구 서교동  411번지 1호  1층,20030630,영업정지15일 갈음 하여 과징금120만원부과,"식품위생법 3조 ,58조",대장균검출-제품수거검사결과부적합 판정 -1차
20030903,19850069085,마포왕순대,"서울특별시 마포구 큰우물로 66, (용강동)",서울특별시 마포구 용강동  19번지 5호  ,20010303,영업정지(2003.09.19-2003.11.18까지),"식품위생법 제31조,58조",청소년주류제공 영업 1차
20030904,19990069028,이천쌀밥집,"서울특별시 마포구 마포대로10길 12, (공덕동)",서울특별시 마포구 공덕동  249번지 16호  ,20030901,시설개수명령(2003.09.30까지),"식품위생법 21조,58조","조리장시설불랭(환기시설, 식품위생)1차"
20030909,19960069049,블루핀,"서울특별시 마포구 신촌로 94, (노고산동,지하2층)",서울특별시 마포구 노고산동  57번지 1호  지하2층,20030711,영업정지15일에 갈음하여 과징금 540만원대체처분,"식품위생법 31조,58조,65조",유통기한 경과제품 조리.판매목적 보관 1차
20030909,20020069438,토크쇼,"서울특별시 마포구 토정로 279-1, (용강동,2층)",서울특별시 마포구 용강동  115번지 19호  2층,20030717,영업정지(2003.09.23.-2003.12.22),식품위생법31조2항및 58조,청소년 주류제공 1차
20030916,20010070026,작은공간,,서울특별시 마포구 아현동  631번지 1호  ,20030601,시설개수명령(2003.10.10까지),"식품위생법21조,58조",객실내음향기기설치영업1차
20030926,19990070377,랑데뷰,,서울특별시 마포구 도화동  18번지 8호  2층,20021110,영업정지2월(2003.10.10-2003.12.9까지),"식품위생법 31조 2항,58조",청소년주류제공 영업 1차
20031002,19990069669,오렌지카운티,"서울특별시 마포구 홍익로6길 22, (동교동)",서울특별시 마포구 동교동  163번지 16호  ,20030919,시정명령(2003.10.30까지),"식품위생법 31조,58조",업종(상호)혼돈표기1차
20031007,20020069934,보스톤,,서울특별시 마포구 신수동  68번지 15호  ,20030517,영업정지(2003.10.17-2003.12.16까지),"식품위생법 31조2항,58조",청소년주류제공 영업 1차
20031007,20020070076,루하마,"서울특별시 마포구 마포대로 25, (마포동,대농빌딩 지하1층 103호)",서울특별시 마포구 마포동  33번지 1호  대농빌딩 지하1층 103호,20030729,영업정지(2003.10.10-2004.1.16),"식품위생법 31조1항,58조",유흥접객원고용 1차
20031007,19960069901,토크쇼,"서울특별시 마포구 포은로 84, (망원동)",서울특별시 마포구 망원동  400번지 8호  ,20030814,영업정지(2003.10.17-2003.12.16까지),"식품위생법 31조 2항,58조",청소년주류제공영업 1차
20031010,19930070000,용궁,"서울특별시 마포구 어울마당로 40, 1층동 (서교동)",서울특별시 마포구 서교동  411번지 15호 1층 ,20030902,직권취소(2003.10.10),식품위생법 58조,현장소영업장및 영업행위 부재
20031010,19990069761,시골구이촌,,서울특별시 마포구 도화동  183번지 11호  ,20030908,직권취소(2003.10.10),식품위생법 58조,현장소 영업장및 영업행위 부재
20031017,19950069860,흑진주,"서울특별시 마포구 토정로31길 57, (대흥동)",서울특별시 마포구 대흥동  546번지 0호  ,20030924,시설개수명령(03.11.10까지),"식품위생법 21조,58조",객실내음향기기 설치영업 1차
